Id_micro,Asignatura,Macro adquirido,Microcompetencia,Macro ref,MacroCompetencias (MC),RA padre (from MacroCompetencias (MC)),CursosActual,Tipologia,Id_asignatura,Fecha creacion,CursosNuevos,auto_number
neo_uC99,Autómatas y lenguajes formales,4.1,"Evalúa los diferentes paradigmas de diseño de autómatas y lenguajes formales, y selecciona el más adecuado para resolver un problema específico.",MC4,MC4,"RA2,RA1",PA4-AUT,Algoritmos y procesamiento de señales,PA4-AUT,28/02/2023 19:08,,99
neo_uC100,Autómatas y lenguajes formales,7.1,"Realiza presentaciones orales o escritas que incluyan gráficos, ejemplos y otros elementos visuales para apoyar la comprensión de los conceptos y aplicaciones de autómatas y lenguajes formales.",MC7,MC7,"RA3,RA1,RA6",PA4-AUT,Algoritmos y procesamiento de señales,PA4-AUT,28/02/2023 19:08,,100
neo_uC101,Autómatas y lenguajes formales,10.1,"Elaborar un análisis de costo-beneficio de la implementación de sistemas basados en autómatas y lenguajes formales, considerando el impacto económico, social y ambiental.",MC10,MC10,"RA4,RA6",PA4-AUT,Algoritmos y procesamiento de señales,PA4-AUT,28/02/2023 19:08,,101
neo_uC102,Autómatas y lenguajes formales,13.1,"Produce informes y presentaciones que integren resultados de análisis de datos con la utilización de autómatas y lenguajes formales, con el fin de comunicar de manera efectiva los resultados a diferentes audiencias.",MC13,MC13,"RA6,RA3",PA4-AUT,Algoritmos y procesamiento de señales,PA4-AUT,28/02/2023 19:08,,102
neo_uC103,Autómatas y lenguajes formales,16.1,"Da ejemplos de aplicaciones prácticas de los conceptos de autómatas y lenguajes formales en la solución de problemas en distintas áreas de la ingeniería, tales como el diseño de lenguajes de programación y la detección de patrones en grandes conjuntos de datos",MC16,MC16,"RA7,RA3",PA4-AUT,Algoritmos y procesamiento de señales,PA4-AUT,28/02/2023 19:08,,103
neo_uC104,Base de Datos II,1.1,Identificar los procesos críticos para la entrega de productos o servicios de la organización que puedan ser abordados mediante la aplicación de principios de ingeniería,MC1,MC1,"RA1,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,104
neo_uC105,Base de Datos II,1.2,Identifica los principios de ingeniería aplicables para abordar problemas en las organizaciones,MC1,MC1,"RA1,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,105
neo_uC106,Base de Datos II,1.3,Identifica los problemas que enfrenta la organización que pueden ser abordados con principios y herramientas de ingenieria.,MC1,MC1,"RA1,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,106
neo_uC107,Base de Datos II,3.1,Define las variables mas relevantes para el objetivo  del problema que se desea resolver,MC3,MC3,"RA1,RA2,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,107
neo_uC108,Base de Datos II,3.2,"Seleccionar un Modelo de Bases de Datos adecuado para el problema, permitendo hacer análisis y consultas sobre los datos en función de estas relaciones ",MC3,MC3,"RA1,RA2,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,108
neo_uC109,Base de Datos II,4.1, Examina cada paradigma de diseño en función de su capacidad para abordar los problemas específicos de la organización y satisfacer sus necesidades y objetivos,MC4,MC4,"RA2,RA1",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,109
neo_uC110,Base de Datos II,4.2,Se Examinan las ventajas y desventajas de los diferentes paradigmas seleccionados y se determina cuál es el más adecuado para la situación.,MC4,MC4,"RA2,RA1",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,110
neo_uC111,Base de Datos II,4.3,Elige el paradigma de diseño más adecuado para abordar los problemas específicos de la organización y desarrolla una estrategia para implementarlo.,MC4,MC4,"RA2,RA1",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,111
neo_uC112,Base de Datos II,6.1,"Analiza los impactos de  cada alternativa de solución, teniendo en cuenta los factores técnicos y los objetivos del proyecto,",MC6,MC6,"RA2,RA7",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,112
neo_uC113,Base de Datos II,6.2,"Elige la mejor alternativa: A partir de la evaluación comparativa, se puede elegir la mejor alternativa de solución, teniendo en cuenta los factores técnicos",MC6,MC6,"RA2,RA7",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,113
neo_uC114,Base de Datos II,7.1,Integra los conocimientos de los modelos en estructuras que unifiquen los elementos y entidades presentes,MC7,MC7,"RA3,RA1,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,114
neo_uC115,Base de Datos II,7.2,Esquematiza de las entidades y sus relaciones mediante el uso coherente de herramientas y diagramas propios de los modelos seleccionados,MC7,MC7,"RA3,RA1,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,115
neo_uC116,Base de Datos II,7.3,Estructurar   de manera lógica y coherente las entidades y sus relaciones en la solución propuesta,MC7,MC7,"RA3,RA1,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,116
neo_uC117,Base de Datos II,9.1,"Identifica los deberes y principios establecidos en diferentes documentos, como estatutos profesionales, códigos de ética y reglamentaciones gubernamentales",MC9,MC9,"RA4,RA7",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,117
neo_uC118,Base de Datos II,9.2,Investiga los códigos de ética de tu profesión como las normas de conducta esperadas de los profesionales en una determinada área,MC9,MC9,"RA4,RA7",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,118
neo_uC119,Base de Datos II,9.3,"Comprende los deberes profesionales, como obligaciones legales, cumplimiento con las leyes y regulaciones, así como obligaciones éticas",MC9,MC9,"RA4,RA7",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,119
neo_uC120,Base de Datos II,10.1,"Recopila y analiza información relevante sobre el proyecto, incluyendo costos, beneficios, impacto social y ambiental, y cualquier otro factor relevante.",MC10,MC10,"RA4,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,120
neo_uC121,Base de Datos II,10.2,Considera los resultados del análisis para identificar las fortalezas y debilidades del proyecto y determinar posibles acciones para maximizar los beneficios,MC10,MC10,"RA4,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,121
neo_uC122,Base de Datos II,10.3,"Utiliza herramientas de análisis y modelado para cuantificar el impacto económico, social y ambiental de los proyectos, como análisis costo-beneficio, análisis de ciclo de vida, evaluación de impacto ambiental, entre otras",MC10,MC10,"RA4,RA6",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,122
neo_uC123,Base de Datos II,12.1,Identifica las herramientas colaborativas adecuadas para su equipo y proyecto en particular,MC12,MC12,"RA5,RA7,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,123
neo_uC124,Base de Datos II,12.2,Establece roles y responsabilidades  claros para cada miembro del equipo en el uso de  las Herramientas de manera contribuyendo al proyecto de manera adecuada,MC12,MC12,"RA5,RA7,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,124
neo_uC125,Base de Datos II,13.1,Identifica los datos relevantes para el problema que se quiere abordar.,MC13,MC13,"RA6,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,125
neo_uC126,Base de Datos II,13.2,"Selecciona y aplica técnicas estadísticas y computacionales apropiadas para el problema en cuestión, como análisis descriptivo, inferencial, modelamiento, aprendizaje automático, minería de datos",MC13,MC13,"RA6,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,126
neo_uC127,Base de Datos II,13.3,"Interpreta los resultados obtenidos del análisis y utiliza esta información para brindar lineamientos y soporte para la toma de decisiones, lo que puede incluir la identificación de patrones, la predicción de resultados futuros, la identificación de oportunidades y riesgos",MC13,MC13,"RA6,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,127
neo_uC128,Base de Datos II,15.1,Define los objetivos  y las métricas de desempeño relevantes para el proyecto los cuales pueden  ser evaluados ,MC15,MC15,"RA6,RA4",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,128
neo_uC129,Base de Datos II,15.2,Analiza y evalua los resultados del desempeño de la solución computacional en función de las métricas de desempeño relevantes. ,MC15,MC15,"RA6,RA4",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,129
neo_uC130,Base de Datos II,15.3,Interpreta los resultados para los objetivos previamente definidos y evalua si se debe realizar cambios en la solución y repetir el proceso,MC15,MC15,"RA6,RA4",PA6-BAS,Ingeniería de Software,PA6-BAS,07/03/2023 11:40,,130
neo_uC131,Base de Datos II,16.1,Identifica los conocimientos necesarios para tu desarrollo profesional y establece competencias  específicas para tu aprendizaje.,MC16,MC16,"RA7,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,131
neo_uC132,Base de Datos II,16.2,Investiga y selecciona fuentes confiables y relevantes de información para adquirir los conocimientos que necesita,MC16,MC16,"RA7,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,132
neo_uC133,Base de Datos II,16.3,Evalúa y revisa tu progreso regularmente para asegurarte de que estás avanzando hacia tus metas y ajusta tu plan de estudio ,MC16,MC16,"RA7,RA3",PA6-BAS,Ingeniería de Software,PA6-BAS,06/03/2023 10:10,,133
neo_uC134,Electricidad y electrónica,2.1,"Encuentra,define y redacta el objetivo general y los específicos de cada uno de los laboratorios a realizar.",MC2,MC2,"RA1,RA3,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,134
neo_uC135,Electricidad y electrónica,2.2,"Encuentra,define y redacta las conclusiones  de cada uno de los laboratorios a realizar.",MC2,MC2,"RA1,RA3,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,135
neo_uC136,Electricidad y electrónica,2.3,Argumenta y redacta de manera clara y lógica las actividades desarrolladas en los talleres.,MC2,MC2,"RA1,RA3,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,136
neo_uC137,Electricidad y electrónica,3.1,Conoce las diferentes opciones tecnológicas que permiten plantear soluciones computacionales a las organizaciones.,MC3,MC3,"RA1,RA2,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,137
neo_uC138,Electricidad y electrónica,5.2,Tiene en cuenta las características y parámetros propios de las tecnologías de integración en la búsqueda de soluciones.,MC5,MC5,"RA2,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,138
neo_uC139,Electricidad y electrónica,6.1,"Mide el impacto social, económico, ... que presentan las diferentes tecnologías que pueden ser usadas para la solución de los problemas de las organizaciones.",MC6,MC6,"RA2,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,139
neo_uC140,Electricidad y electrónica,7.1,Reconoce las diferentes tecnologías usadas para la fabricación de circuitos integrados,MC7,MC7,"RA3,RA1,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,140
neo_uC141,Electricidad y electrónica,7.3,Diferencia las tecnologías en cuanto a frecuencia de opreci[on.,MC7,MC7,"RA3,RA1,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,141
neo_uC142,Electricidad y electrónica,8.1,Se incorpora y adapta al grupo de trabajo asignado llevando a cabo las labores de la actividad.,MC8,MC8,"RA4,RA5",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,142
neo_uC143,Electricidad y electrónica,8.2,Asume el rol de líder con compromiso cuando los compañeros así lo soliciten o cuando la situación lo requiera.,MC8,MC8,"RA4,RA5",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,143
neo_uC144,Electricidad y electrónica,8.3,Motiva a los compañeros a producir en grupo.,MC8,MC8,"RA4,RA5",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,144
neo_uC145,Electricidad y electrónica,9.1,Reconoce los elementos empleados y su impacto ambiental para fabricar equipos computacionales.,MC9,MC9,"RA4,RA7",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,145
neo_uC146,Electricidad y electrónica,10.1,Entiende los costos económicos de fabricación de circuitos integrados en una u otra tecnología.,MC10,MC10,"RA4,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,146
neo_uC147,Electricidad y electrónica,10.2,Entiende el impacto ambiental de fabricación de circuitos integrados en una u otra tecnología.,MC10,MC10,"RA4,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,147
neo_uC148,Electricidad y electrónica,10.3,Entiende el impacto social de fabricación de circuitos integrados en una u otra tecnología.,MC10,MC10,"RA4,RA6",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,148
neo_uC149,Electricidad y electrónica,11.1,"En los talleres se compromete con la realización de las actividades, organizando, planeando y ejecutando las tareas.",MC11,MC11,"RA5,RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,149
neo_uC150,Electricidad y electrónica,12.1,Asume correctamente los roles que le corresponden dentro de los grupos de trabajo.,MC12,MC12,"RA5,RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,150
neo_uC151,Electricidad y electrónica,12.2,Ejerce el liderazgo de manera correcta cuando el grupo de trabajo así lo solicite,MC12,MC12,"RA5,RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,151
neo_uC152,Electricidad y electrónica,13.1,Calcula el gasto estimado de energia de un diseño de acuerdo a la tecnología empleada y los recursos requeridos.,MC13,MC13,"RA6,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,152
neo_uC153,Electricidad y electrónica,13.2,Aconseja la toma de decisión de acuerdo a modelos de rendimiento basado en datos estadisticos para velocidad y gasto de energia.,MC13,MC13,"RA6,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,153
neo_uC154,Electricidad y electrónica,13.3,"Encuentra velocidades de operacion en diferentes tecnologias para asesorar en toma de decisiones, usando mecanismos matematicos.",MC13,MC13,"RA6,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,154
neo_uC155,Electricidad y electrónica,14.1,Reconoce las diferentes tecnologías de realización de equipos que le permiten proponer soluciones que cumpla con requerimientos como velocidad de operación y gasto de energía,MC14,MC14,"RA6,RA3,RA4",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,155
neo_uC156,Electricidad y electrónica,14.2,"Visualiza el avance de la tecnología que le permite interpretar el desarrollo y, por tanto, proponer soluciones acordes con el cambio.",MC14,MC14,"RA6,RA3,RA4",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,156
neo_uC157,Electricidad y electrónica,15.1,Interpreta correctamente las mediciones llamadas a cabo en los laboratorios.,MC15,MC15,"RA6,RA4",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,15/02/2023 11:21,,157
neo_uC158,Electricidad y electrónica,16.1,Encuentra nueva información sobre las tecnologías de integración.,MC16,MC16,"RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,158
neo_uC159,Electricidad y electrónica,16.2,Entiende y reconoce los avances en las tecnologías de integración .,MC16,MC16,"RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,159
neo_uC160,Electricidad y electrónica,16.3,Interpreta el impacto de nuevas tecnologías en la industria,MC16,MC16,"RA7,RA3",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,01/02/2023 11:22,,160
neo_uC161,Electricidad y electrónica,17.1,"Reconoce el perfil de desempeño y, por tanto, está en capacidad de buscar aquellos conocimientos que mejoren su desempeño.",MC17,MC17,"RA7,RA4,RA5",PA15-ELE,Arquitectura e Infraestructura,PA15-ELE,08/02/2023 11:31,,161
neo_uC162,Estadística II,1.1,Comprende que los datos muestrales relacionados con un fenómeno o problema pueden utilizarse para mediante la inferencia estadística obtener información y/o validar hipótesis relacionada con la población o situación general,MC1,MC1,"RA1,RA3",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,162
neo_uC163,Estadística II,2.1,"Identifica estadísticos, parámetros y pruebas de hipótesis adecuados necesarios para abordar un problema concreto",MC2,MC2,"RA1,RA3,RA7",PA17-EST,Analítica de datos,PA17-EST,22/03/2023 9:40,,163
neo_uC164,Estadística II,6.1,Utiliza métodos para la estimación de parámetros y pruebas de hipótesis en la evaluación del impacto de diferentes alternativas de solución,MC6,MC6,"RA2,RA7",PA17-EST,Analítica de datos,PA17-EST,22/03/2023 9:59,,164
neo_uC165,Estadística II,7.1,"Explica, utilizando conceptos de la estadística inferencial, los resultados obtenidos en la estimación de parámetros poblacionales y pruebas de hipótesis estadística en problemas específicos",MC7,MC7,"RA3,RA1,RA6",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,165
neo_uC166,Estadística II,10.1,"Comprende ejemplos de aplicación de la estadística inferencial en la evaluación del impacto económico, social y/o ambiental en diferentes escenarios asociados a proyectos de ingeniería",MC10,MC10,"RA4,RA6",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,166
neo_uC167,Estadística II,13.1,Formula hipótesis acerca de un conjunto de datos muestrales e interpreta la validez de una afirmación usando pruebas de hipótesis estadística,MC13,MC13,"RA6,RA3",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,167
neo_uC168,Estadística II,13.2,"Realiza estimaciones de intervalos de confianza, a partir de una muestra, para diferentes parámetros poblacionales",MC13,MC13,"RA6,RA3",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,168
neo_uC169,Estadística II,13.3,Interpreta y comunica efectivamente los resultados de una regresión lineal múltiple para cuantificar la fuerza de la asociación lineal y la relevancia de cada una de las variables analizadas,MC13,MC13,"RA6,RA3",PA17-EST,Analítica de datos,PA17-EST,21/03/2023 13:13,,169
neo_uC170,Estadística II,14.1,"Usa los datos muestrales para identificar modelos lineales, cuadráticos, logarítmicos, exponenciales y de potencia para determinar que modelo se ajusta mejor a los datos",MC14,MC14,"RA6,RA3,RA4",PA17-EST,Analítica de datos,PA17-EST,22/03/2023 9:40,,170
neo_uC171,Estadística II,15.1,Utiliza métodos de estimación de parámetros y pruebas de hipótesis para evaluar el desempeño de modelos o soluciones computacionales,MC15,MC15,"RA6,RA4",PA17-EST,Analítica de datos,PA17-EST,22/03/2023 9:59,,171
neo_uC172,Estadística II,17.1,Comprende que el proceso de exploración de un conjunto de datos incluye la familiarización con los conceptos teóricos propios del problema en estudio,MC17,MC17,"RA7,RA4,RA5",PA17-EST,Analítica de datos,PA17-EST,22/03/2023 9:40,,172
neo_uC173,Estructuras de datos y análisis de algoritmos,1.1,"Identifica los procedimientos algorítmicos básicos que pueden ser aplicados en el diseño de soluciones a problemas de las organizaciones, analizando la idoneidad y complejidad de implementación de cada uno de ellos.",MC1,MC1,"RA1,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,173
neo_uC174,Estructuras de datos y análisis de algoritmos,1.2,"Conoce, diseña y utiliza de forma eficiente los tipos y estructuras de datos más adecuados para la resolución de un problema.",MC1,MC1,"RA1,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,174
neo_uC175,Estructuras de datos y análisis de algoritmos,2.1,Analiza un problema y define las estructuras de datos más adecuadas para su resolución teniendo en cuenta restricciones de espacio y tiempo computacionales.,MC2,MC2,"RA1,RA3,RA7",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,175
neo_uC176,Estructuras de datos y análisis de algoritmos,3.1,Sigue el paradigma orientado a objetos para programar clases con sus correspondientes atributos y métodos en un lenguaje de programación adecuado para resolver problemas encontrados en las organizaciones.,MC3,MC3,"RA1,RA2,RA6",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,15/02/2023 11:04,,176
neo_uC177,Estructuras de datos y análisis de algoritmos,4.2,Plantea soluciones a problemas específicos de las organizaciones utilizando estructuras de datos que satisfacen restricciones espacio-temporales.,MC4,MC4,"RA2,RA1",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,177
neo_uC178,Estructuras de datos y análisis de algoritmos,5.1,"Selecciona dentro de su caja de herramientas computacionales la estructura de datos que más se ajusta al problema identificado, realiza el diseño de clases correspondientes utilizando diagramas de UML, y define la estrategia algorítmica eficiente para su manejo.",MC5,MC5,"RA2,RA7",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,178
neo_uC179,Estructuras de datos y análisis de algoritmos,6.1,"Calcula la complejidad temporal y espacial de los algoritmos computacionales propuestos, incluyendo las estructuras de datos utilizadas, y define los requisitos mínimos de cómputo, su costo e impacto ambiental, para su correcta ejecución.",MC6,MC6,"RA2,RA7",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,15/02/2023 11:04,,179
neo_uC180,Estructuras de datos y análisis de algoritmos,7.1,"Compila en reportes tipo presentación o documento escrito las características de las estructuras de datos implementadas, su complejidad de acceso y modificación, así como sus requerimientos de disco y memoria.",MC7,MC7,"RA3,RA1,RA6",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,180
neo_uC181,Estructuras de datos y análisis de algoritmos,7.2,"Organiza sus ideas y soluciones propuestas a los problemas de una organización, de tal manera que se facilita su transmisión y entendimiento de diversas audiencias.",MC7,MC7,"RA3,RA1,RA6",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,181
neo_uC182,Estructuras de datos y análisis de algoritmos,8.1,"Asume su rol dentro del equipo de trabajo, e identifica las debilidades y fortalezas de su perfil para realizar responsablemente las actividades definidas para tal rol. ",MC8,MC8,"RA4,RA5",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,182
neo_uC183,Estructuras de datos y análisis de algoritmos,9.1,Cita adecuadamente y da crédito a las fuentes y recursos bibliográficos que fueron usados y/o motivaron la solución propuesta a un problema.,MC9,MC9,"RA4,RA7",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,15/02/2023 11:04,,183
neo_uC184,Estructuras de datos y análisis de algoritmos,10.1,"Determina la cantidad de recursos, como tiempo y espacio, que requerirá un algoritmo para su correcta ejecución.",MC10,MC10,"RA4,RA6",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,184
neo_uC185,Estructuras de datos y análisis de algoritmos,10.2,Construye pruebas y experimentos para comprobar el correcto funcionamiento de la solución y el cumplimiento de sus restricciones espacio-temporales.,MC10,MC10,"RA4,RA6",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,185
neo_uC186,Estructuras de datos y análisis de algoritmos,11.1,"Identifica las responsabilidades de cada uno de los miembros en un equipo de trabajo, y cómo estas cambian con el tipo de rol que ejerce, para maximizar los resultados de planeación y ejecución de soluciones a los problemas encontrados.",MC11,MC11,"RA5,RA7,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,186
neo_uC187,Estructuras de datos y análisis de algoritmos,12.1,"Realiza los informes de talleres y proyecto de clase en plataformas de edición colaborativa que permita la rápida realimentación, edición y exportación a diferentes formatos tipo reporte.",MC12,MC12,"RA5,RA7,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,15/02/2023 11:04,,187
neo_uC188,Estructuras de datos y análisis de algoritmos,13.1,"Implementa de diversas formas, y en al menos un lenguaje de programación, las principales estructuras de datos así como las operaciones que se puedan realizar sobre ellas.",MC13,MC13,"RA6,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,188
neo_uC189,Estructuras de datos y análisis de algoritmos,14.1,"Mide el tiempo y el espacio en disco y/o memoria requeridos por los algoritmos diseñados e implementados, e identifica las funciones y tipos de datos que más recursos consumen con el objetivo de optimizar su uso. ",MC14,MC14,"RA6,RA3,RA4",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,189
neo_uC190,Estructuras de datos y análisis de algoritmos,15.1,"Realiza pruebas de desempeño de los algoritmos propuestos, variando el tamaño y el tipo de entrada, midiendo el consumo de recursos computacionales (carga de RAM y disco), su tiempo de ejecución, y validando posibles tipos de datos erróneos.",MC15,MC15,"RA6,RA4",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,15/02/2023 11:04,,190
neo_uC191,Estructuras de datos y análisis de algoritmos,16.1,"Desarrolla habilidades y destrezas para una buena programación y, emplea técnicas formales para el diseño y análisis de algoritmos.",MC16,MC16,"RA7,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,191
neo_uC192,Estructuras de datos y análisis de algoritmos,16.2,Demuestra dominio en la programación de algoritmos eficientes y eficaces utilizando un lenguaje de programación específico.,MC16,MC16,"RA7,RA3",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,01/02/2023 11:13,,192
neo_uC193,Estructuras de datos y análisis de algoritmos,17.1,Complementa y perfecciona los conceptos aprendidos en clase con recursos bibliográficos y cursos en linea masivos y abiertos.,MC17,MC17,"RA7,RA4,RA5",PA18-EST,Algoritmos y procesamiento de señales,PA18-EST,08/02/2023 11:22,,193
neo_uC194,Fundamentos de programación,1.1,Reconoce diferentes ejemplos de problemas encontrados en diferentes sistemas y organizaciones susceptibles de ser tratados algorítmicamente. ,MC1,MC1,"RA1,RA3",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 17:38,,194
neo_uC195,Fundamentos de programación,2.1,"Identifica variables, conceptos y aspectos importantes de los problemas para desarrollar algoritmos que permitan su solución. ",MC2,MC2,"RA1,RA3,RA7",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,14/04/2023 18:02,,195
neo_uC196,Fundamentos de programación,3.1,"Aplicar los conocimientos sobre: álgebra lineal, cálculo diferencial e integral, métodos numéricos, para la solución de los problemas usando programación.    ",MC3,MC3,"RA1,RA2,RA6",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 16:46,,196
neo_uC197,Fundamentos de programación,3.2,"Utilizar los conocimientos en algorítmica numérica, estadística y optimización.   para la resolución de los problemas matemáticos que puedan plantearse en la ingeniería.",MC3,MC3,"RA1,RA2,RA6",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 16:46,,197
neo_uC198,Fundamentos de programación,4.1,"Analiza los componentes de programación estructural, e interactiva con funciones para implementar una solución algorítmica. ",MC4,MC4,"RA2,RA1",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 17:38,,198
neo_uC199,Fundamentos de programación,5.1,Utilizar las funcionalidades de las herramientas de desarrollo para implementar de forma eficaz la solución algorítmica de problemas mediante programación estructural.,MC5,MC5,"RA2,RA7",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,14/04/2023 18:02,,199
neo_uC200,Fundamentos de programación,6.1,"Emplear metodologías centradas en el usuario,  para el desarrollo y gestión de aplicaciones basados en tecnologías de la información que aseguren la accesibilidad de uso de los sistemas, valorando su impacto económico y social. ",MC6,MC6,"RA2,RA7",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 16:46,,200
